reviews,Cleaned Reviews,POS tagged,Lemma,Sentiment,Analysis
" Flew Lahore to Riyadh via Islamabad with Pakistan Intl Airlines. Excellent In Air service. I arrived late at Lahore Airport but they did not made any issue at all. Provided my pre-selected seat. I am handicapped so airline immediately sent notification to all the terminals where I had to land to provide wheelchair upon landing. From Lahore to Islamabad it was ATR72-500. Aircraft seemed to be new, neat and clean, medical lift cannot be provided on this aircraft but whole flight crew helped me at their best to climb stairs. Seats cannot be reclined but they were comfortable enough for 1 to 2 hour flight. On next leg had some issues with ground management as it was pretty rude but inflight crew for flight from Islamabad to Lahore tried their best to cover it up by facilitating me (knowing that I had some incovenience due to ground staff negligence). Seats were comfortable, meal was just ok and IFE system was outdated.", Flew Lahore to Riyadh via Islamabad with Pakistan Intl Airlines Excellent In Air service I arrived late at Lahore Airport but they did not made any issue at all Provided my pre selected seat I am handicapped so airline immediately sent notification to all the terminals where I had to land to provide wheelchair upon landing From Lahore to Islamabad it was ATR Aircraft seemed to be new neat and clean medical lift cannot be provided on this aircraft but whole flight crew helped me at their best to climb stairs Seats cannot be reclined but they were comfortable enough for to hour flight On next leg had some issues with ground management as it was pretty rude but inflight crew for flight from Islamabad to Lahore tried their best to cover it up by facilitating me knowing that I had some incovenience due to ground staff negligence Seats were comfortable meal was just ok and IFE system was outdated ,"[('Flew', 'n'), ('Lahore', 'n'), ('Riyadh', 'n'), ('via', None), ('Islamabad', 'n'), ('Pakistan', 'n'), ('Intl', 'n'), ('Airlines', 'n'), ('Excellent', 'n'), ('Air', 'n'), ('service', 'n'), ('arrived', 'v'), ('late', 'r'), ('Lahore', 'n'), ('Airport', 'n'), ('made', 'v'), ('issue', 'n'), ('Provided', 'n'), ('pre', 'n'), ('selected', 'v'), ('seat', 'n'), ('handicapped', 'v'), ('airline', 'n'), ('immediately', 'r'), ('sent', 'v'), ('notification', 'n'), ('terminals', 'n'), ('land', 'v'), ('provide', 'v'), ('wheelchair', 'n'), ('upon', None), ('landing', 'v'), ('Lahore', 'n'), ('Islamabad', 'v'), ('ATR', 'n'), ('Aircraft', 'n'), ('seemed', 'v'), ('new', 'a'), ('neat', 'n'), ('clean', 'a'), ('medical', 'a'), ('lift', 'n'), ('provided', 'v'), ('aircraft', 'n'), ('whole', 'a'), ('flight', 'n'), ('crew', 'n'), ('helped', 'v'), ('best', 'a'), ('climb', 'v'), ('stairs', 'n'), ('Seats', 'n'), ('reclined', 'v'), ('comfortable', 'a'), ('enough', 'r'), ('hour', 'n'), ('flight', 'n'), ('next', 'a'), ('leg', 'n'), ('issues', 'n'), ('ground', 'n'), ('management', 'n'), ('pretty', 'r'), ('rude', 'a'), ('inflight', 'a'), ('crew', 'n'), ('flight', 'n'), ('Islamabad', 'n'), ('Lahore', 'v'), ('tried', 'a'), ('best', 'a'), ('cover', 'v'), ('facilitating', 'v'), ('knowing', 'v'), ('incovenience', 'n'), ('due', 'a'), ('ground', 'a'), ('staff', 'n'), ('negligence', 'n'), ('Seats', 'n'), ('comfortable', 'a'), ('meal', 'n'), ('ok', 'a'), ('IFE', 'n'), ('system', 'n'), ('outdated', 'v')]",  Flew Lahore Riyadh via Islamabad Pakistan Intl Airlines Excellent Air service arrive late Lahore Airport make issue Provided pre select seat handicap airline immediately send notification terminal land provide wheelchair upon land Lahore Islamabad ATR Aircraft seem new neat clean medical lift provide aircraft whole flight crew help best climb stair Seats recline comfortable enough hour flight next leg issue ground management pretty rude inflight crew flight Islamabad Lahore tried best cover facilitate know incovenience due ground staff negligence Seats comfortable meal ok IFE system outdated,0.9826,Positive
" Flew Islamabad to Manchester. Apart from entertainment the flight was fantastic. Friendly staff. We were served with meals, the food was good, beer was fantastic.  Entertainment not working, can't beat direct flight. Plane was perhaps 15 years old but smooth. 
", Flew Islamabad to Manchester Apart from entertainment the flight was fantastic Friendly staff We were served with meals the food was good beer was fantastic Entertainment not working can t beat direct flight Plane was perhaps years old but smooth ,"[('Flew', 'n'), ('Islamabad', 'n'), ('Manchester', 'n'), ('Apart', 'n'), ('entertainment', 'n'), ('flight', 'n'), ('fantastic', 'a'), ('Friendly', 'a'), ('staff', 'n'), ('served', 'v'), ('meals', 'n'), ('food', 'n'), ('good', 'a'), ('beer', 'n'), ('fantastic', 'a'), ('Entertainment', 'n'), ('working', 'v'), ('beat', 'a'), ('direct', 'a'), ('flight', 'n'), ('Plane', 'n'), ('perhaps', 'r'), ('years', 'n'), ('old', 'a'), ('smooth', 'a')]",  Flew Islamabad Manchester Apart entertainment flight fantastic Friendly staff serve meal food good beer fantastic Entertainment work beat direct flight Plane perhaps year old smooth,0.9578,Positive
" Flew Manchester to Islamabad. The worst business class I've ever flown. Seats look worn out. Mechanical issues with the seats. TVs don't work. Bad food served from aluminium trays. Smelly, small toilets. Porter service terrible and overall a bad experience. I wouldn't recommend Pakistan Intl Airlines.", Flew Manchester to Islamabad The worst business class I ve ever flown Seats look worn out Mechanical issues with the seats TVs don t work Bad food served from aluminium trays Smelly small toilets Porter service terrible and overall a bad experience I wouldn t recommend Pakistan Intl Airlines ,"[('Flew', 'n'), ('Manchester', 'n'), ('Islamabad', 'v'), ('worst', 'a'), ('business', 'n'), ('class', 'n'), ('ever', 'r'), ('flown', 'v'), ('Seats', 'n'), ('look', 'v'), ('worn', 'v'), ('Mechanical', 'a'), ('issues', 'n'), ('seats', 'n'), ('TVs', 'v'), ('work', 'n'), ('Bad', 'n'), ('food', 'n'), ('served', 'v'), ('aluminium', 'n'), ('trays', 'n'), ('Smelly', 'r'), ('small', 'a'), ('toilets', 'n'), ('Porter', 'n'), ('service', 'n'), ('terrible', 'a'), ('overall', 'a'), ('bad', 'a'), ('experience', 'n'), ('recommend', 'n'), ('Pakistan', 'n'), ('Intl', 'n'), ('Airlines', 'n')]",  Flew Manchester Islamabad bad business class ever fly Seats look wear Mechanical issue seat TVs work Bad food serve aluminium tray Smelly small toilet Porter service terrible overall bad experience recommend Pakistan Intl Airlines,-0.9022,Negative
"  London to Lahore. The ticket I purchased stated we would be flying in a Boeing 777 but we boarded a Boeing 747 Older model. Moody flight attendants. None of the TVs worked, the food was cold and stale. Poor service and no one cares about it.", London to Lahore The ticket I purchased stated we would be flying in a Boeing but we boarded a Boeing Older model Moody flight attendants None of the TVs worked the food was cold and stale Poor service and no one cares about it ,"[('London', 'n'), ('Lahore', 'v'), ('ticket', 'n'), ('purchased', 'v'), ('stated', 'v'), ('would', None), ('flying', 'v'), ('Boeing', 'n'), ('boarded', 'v'), ('Boeing', 'n'), ('Older', 'n'), ('model', 'n'), ('Moody', 'n'), ('flight', 'n'), ('attendants', 'n'), ('None', 'n'), ('TVs', 'n'), ('worked', 'v'), ('food', 'n'), ('cold', 'a'), ('stale', 'a'), ('Poor', 'n'), ('service', 'n'), ('one', 'n'), ('cares', 'v')]",  London Lahore ticket purchase state would fly Boeing board Boeing Older model Moody flight attendant None TVs work food cold stale Poor service one care,-0.34,Negative
"  Oslo to Islamabad. I don't recommend this airline. Its really disorganised. 6 hours late, bad service, late boarding, its a real chaos! I will never fly with this airline again. I thought the opportunity to fly direct to Islamabad was good so I booked this airline but because of what happened. I will rather take other flights.", Oslo to Islamabad I don t recommend this airline Its really disorganised hours late bad service late boarding its a real chaos I will never fly with this airline again I thought the opportunity to fly direct to Islamabad was good so I booked this airline but because of what happened I will rather take other flights ,"[('Oslo', 'n'), ('Islamabad', 'n'), ('recommend', 'n'), ('airline', 'n'), ('really', 'r'), ('disorganised', 'a'), ('hours', 'n'), ('late', 'r'), ('bad', 'a'), ('service', 'n'), ('late', 'r'), ('boarding', 'v'), ('real', 'a'), ('chaos', 'n'), ('never', 'r'), ('fly', 'v'), ('airline', 'n'), ('thought', 'v'), ('opportunity', 'n'), ('fly', 'v'), ('direct', 'a'), ('Islamabad', 'n'), ('good', 'a'), ('booked', 'v'), ('airline', 'n'), ('happened', 'v'), ('rather', 'r'), ('take', 'v'), ('flights', 'n')]",  Oslo Islamabad recommend airline really disorganised hour late bad service late board real chaos never fly airline think opportunity fly direct Islamabad good book airline happen rather take flight,-0.0,Neutral
"  Kuala Lumpur to Karachi. I did not fly with this airline, because they cancel the flight without any notification. But the counter staff said they are not the airline's gound staff so they cannot give a better solution for this situation. They only can offers a hotel room until the flight on the next 2 days or I can refund my tiket. The respect from the counter staff is really less. It was my worst experience with airline services.", Kuala Lumpur to Karachi I did not fly with this airline because they cancel the flight without any notification But the counter staff said they are not the airline s gound staff so they cannot give a better solution for this situation They only can offers a hotel room until the flight on the next days or I can refund my tiket The respect from the counter staff is really less It was my worst experience with airline services ,"[('Kuala', 'n'), ('Lumpur', 'n'), ('Karachi', 'n'), ('fly', 'v'), ('airline', 'n'), ('cancel', 'v'), ('flight', 'n'), ('without', None), ('notification', 'n'), ('counter', 'a'), ('staff', 'n'), ('said', 'v'), ('airline', 'n'), ('gound', 'a'), ('staff', 'n'), ('give', 'v'), ('better', 'a'), ('solution', 'n'), ('situation', 'n'), ('offers', 'v'), ('hotel', 'n'), ('room', 'n'), ('flight', 'n'), ('next', 'a'), ('days', 'n'), ('refund', 'v'), ('tiket', 'n'), ('respect', 'n'), ('counter', 'a'), ('staff', 'n'), ('really', 'r'), ('less', 'a'), ('worst', 'a'), ('experience', 'n'), ('airline', 'n'), ('services', 'n')]",  Kuala Lumpur Karachi fly airline cancel flight without notification counter staff say airline gound staff give good solution situation offer hotel room flight next day refund tiket respect counter staff really less bad experience airline service,0.4243,Neutral
" I was surprised to see Pakistan Intl flying from Tokyo to Beijing so cheaply, so I booked, thinking the flight would be rather short so there would be no room for grave errors. I found out that this is part of a longer itinerary; the plane leaves Beijing and is bound for Lahore and Islamabad. When checking in, I was given an odd boarding pass without a boarding gate or departure time written on it. I was told not to clear security and to await a staff announcement. At least fifteen minutes after the scheduled departure time, it was announced (only in Japanese) that the plane could not depart. While I am lucky to have years of experience with the Japanese language, the Danish travellers in front of me were not so lucky. Overall, the ensuing process on the ground was appallingly disorganized. Although we were asked to neatly line up to receive replacement flights, many people just ended up cutting straight to the front of the line and snatching the best flights. Observing this led the line to dissolve, with a survival-of-the-fittest situation emerging. The airline gave me a flight from Haneda with Air China free of charge. I spent the night with at a friend's, and it was unclear whether they would cover non-Narita hotel costs. Overall, save yourself the trouble. Book the next cheapest option.", I was surprised to see Pakistan Intl flying from Tokyo to Beijing so cheaply so I booked thinking the flight would be rather short so there would be no room for grave errors I found out that this is part of a longer itinerary the plane leaves Beijing and is bound for Lahore and Islamabad When checking in I was given an odd boarding pass without a boarding gate or departure time written on it I was told not to clear security and to await a staff announcement At least fifteen minutes after the scheduled departure time it was announced only in Japanese that the plane could not depart While I am lucky to have years of experience with the Japanese language the Danish travellers in front of me were not so lucky Overall the ensuing process on the ground was appallingly disorganized Although we were asked to neatly line up to receive replacement flights many people just ended up cutting straight to the front of the line and snatching the best flights Observing this led the line to dissolve with a survival of the fittest situation emerging The airline gave me a flight from Haneda with Air China free of charge I spent the night with at a friend s and it was unclear whether they would cover non Narita hotel costs Overall save yourself the trouble Book the next cheapest option ,"[('surprised', 'v'), ('see', 'v'), ('Pakistan', 'n'), ('Intl', 'n'), ('flying', 'v'), ('Tokyo', 'n'), ('Beijing', 'n'), ('cheaply', 'r'), ('booked', 'v'), ('thinking', 'v'), ('flight', 'n'), ('would', None), ('rather', 'r'), ('short', 'a'), ('would', None), ('room', 'n'), ('grave', 'a'), ('errors', 'n'), ('found', 'v'), ('part', 'n'), ('longer', 'r'), ('itinerary', 'a'), ('plane', 'n'), ('leaves', 'v'), ('Beijing', 'n'), ('bound', 'v'), ('Lahore', 'n'), ('Islamabad', 'n'), ('checking', 'v'), ('given', 'v'), ('odd', 'a'), ('boarding', 'n'), ('pass', 'n'), ('without', None), ('boarding', 'n'), ('gate', 'n'), ('departure', 'n'), ('time', 'n'), ('written', 'v'), ('told', 'v'), ('clear', 'a'), ('security', 'n'), ('await', 'v'), ('staff', 'n'), ('announcement', 'n'), ('least', 'a'), ('fifteen', 'a'), ('minutes', 'n'), ('scheduled', 'a'), ('departure', 'n'), ('time', 'n'), ('announced', 'v'), ('Japanese', 'a'), ('plane', 'n'), ('could', None), ('depart', 'v'), ('lucky', 'a'), ('years', 'n'), ('experience', 'n'), ('Japanese', 'a'), ('language', 'n'), ('Danish', 'a'), ('travellers', 'n'), ('front', 'n'), ('lucky', 'a'), ('Overall', 'n'), ('ensuing', 'v'), ('process', 'n'), ('ground', 'n'), ('appallingly', 'r'), ('disorganized', 'v'), ('Although', None), ('asked', 'v'), ('neatly', 'r'), ('line', 'n'), ('receive', 'v'), ('replacement', 'n'), ('flights', 'n'), ('many', 'a'), ('people', 'n'), ('ended', 'v'), ('cutting', 'v'), ('straight', 'r'), ('front', 'n'), ('line', 'n'), ('snatching', 'v'), ('best', 'a'), ('flights', 'n'), ('Observing', 'v'), ('led', 'v'), ('line', 'n'), ('dissolve', 'v'), ('survival', 'n'), ('fittest', 'a'), ('situation', 'n'), ('emerging', 'v'), ('airline', 'n'), ('gave', 'v'), ('flight', 'n'), ('Haneda', 'n'), ('Air', 'n'), ('China', 'n'), ('free', 'a'), ('charge', 'n'), ('spent', 'v'), ('night', 'n'), ('friend', 'n'), ('unclear', 'a'), ('whether', None), ('would', None), ('cover', 'v'), ('non', 'a'), ('Narita', 'n'), ('hotel', 'n'), ('costs', 'n'), ('Overall', 'a'), ('save', 'v'), ('trouble', 'n'), ('Book', 'n'), ('next', 'a'), ('cheapest', 'n'), ('option', 'n')]",  surprise see Pakistan Intl fly Tokyo Beijing cheaply book think flight would rather short would room grave error find part longer itinerary plane leave Beijing bind Lahore Islamabad check give odd boarding pas without boarding gate departure time write tell clear security await staff announcement least fifteen minute scheduled departure time announce Japanese plane could depart lucky year experience Japanese language Danish traveller front lucky Overall ensue process ground appallingly disorganize Although ask neatly line receive replacement flight many people end cut straight front line snatch best flight Observing lead line dissolve survival fit situation emerge airline give flight Haneda Air China free charge spend night friend unclear whether would cover non Narita hotel cost Overall save trouble Book next cheapest option,0.9451,Positive
 I won't fly with Pakistan Intl Airlines again. Our flight from Tokyo to Beijing was cancelled due to a maintenance problem with the plane. It never arrived in Tokyo. Waited in the airport 6 hours before being told. Very poor communication and organisation throughout. We had stay overnight in a hotel and fly with Air China the following day., I won t fly with Pakistan Intl Airlines again Our flight from Tokyo to Beijing was cancelled due to a maintenance problem with the plane It never arrived in Tokyo Waited in the airport hours before being told Very poor communication and organisation throughout We had stay overnight in a hotel and fly with Air China the following day ,"[('fly', 'n'), ('Pakistan', 'n'), ('Intl', 'n'), ('Airlines', 'n'), ('flight', 'n'), ('Tokyo', 'n'), ('Beijing', 'n'), ('cancelled', 'v'), ('due', 'a'), ('maintenance', 'n'), ('problem', 'n'), ('plane', 'n'), ('never', 'r'), ('arrived', 'v'), ('Tokyo', 'n'), ('Waited', 'n'), ('airport', 'n'), ('hours', 'n'), ('told', 'v'), ('poor', 'a'), ('communication', 'n'), ('organisation', 'n'), ('throughout', None), ('stay', 'v'), ('overnight', 'r'), ('hotel', 'n'), ('fly', 'n'), ('Air', 'n'), ('China', 'n'), ('following', 'a'), ('day', 'n')]",  fly Pakistan Intl Airlines flight Tokyo Beijing cancel due maintenance problem plane never arrive Tokyo Waited airport hour tell poor communication organisation throughout stay overnight hotel fly Air China following day,-0.7783,Negative
"  Lahore to Islamabad via Karachi. Lahore to Karachi the Boeing 777 was late departing and no reasons given. Interior of the aircraft was dirty - I had tomato ketchup on my table area from a previous passenger, area around my feet was full of bits of litter. Surely someone should check this sort of thing. Trip from Karachi to Lahore was by Pegasus Airlines - the plane was clean but seats where like those of a bucket airline, small narrow and no screens for IFE. Aircraft was on time. Food on both flights was mediocre but they were both short haul.", Lahore to Islamabad via Karachi Lahore to Karachi the Boeing was late departing and no reasons given Interior of the aircraft was dirty I had tomato ketchup on my table area from a previous passenger area around my feet was full of bits of litter Surely someone should check this sort of thing Trip from Karachi to Lahore was by Pegasus Airlines the plane was clean but seats where like those of a bucket airline small narrow and no screens for IFE Aircraft was on time Food on both flights was mediocre but they were both short haul ,"[('Lahore', 'r'), ('Islamabad', 'n'), ('via', None), ('Karachi', 'n'), ('Lahore', 'n'), ('Karachi', 'v'), ('Boeing', 'n'), ('late', 'a'), ('departing', 'n'), ('reasons', 'n'), ('given', 'v'), ('Interior', 'n'), ('aircraft', 'n'), ('dirty', 'a'), ('tomato', 'v'), ('ketchup', 'n'), ('table', 'a'), ('area', 'n'), ('previous', 'a'), ('passenger', 'n'), ('area', 'n'), ('around', None), ('feet', 'n'), ('full', 'a'), ('bits', 'n'), ('litter', 'n'), ('Surely', 'n'), ('someone', 'n'), ('check', 'v'), ('sort', 'n'), ('thing', 'n'), ('Trip', 'n'), ('Karachi', 'n'), ('Lahore', 'n'), ('Pegasus', 'n'), ('Airlines', 'n'), ('plane', 'n'), ('clean', 'a'), ('seats', 'n'), ('like', None), ('bucket', 'n'), ('airline', 'n'), ('small', 'a'), ('narrow', 'a'), ('screens', 'n'), ('IFE', 'n'), ('Aircraft', 'n'), ('time', 'n'), ('Food', 'n'), ('flights', 'n'), ('mediocre', 'v'), ('short', 'a'), ('haul', 'n')]",  Lahore Islamabad via Karachi Lahore Karachi Boeing late departing reason give Interior aircraft dirty tomato ketchup table area previous passenger area around foot full bit litter Surely someone check sort thing Trip Karachi Lahore Pegasus Airlines plane clean seat like bucket airline small narrow screen IFE Aircraft time Food flight mediocre short haul,0.6369,Positive
"  I was impressed when I took the flight from Islamabad to London. I was welcomed by smiley and smart looking staff, which is slightly unusual. The plane was clean and the seats comfortable. The pillows were on each seat along with blankets.  In flight entertainment was ready before the flight was even taken off. The screens were in front of you on the back of the front seats and you can choose from Movies, Cartoons, Games, TV Shows, camera and more. All touch screen. When the lunch arrived, they had a menu with options. We were offered Fish Pasta, Chicken curry with rice and lamb with rice. Once we finished with the food, we were offered drinks and staff tidied everything. After few hours we were offered snack of a croissant with cheese and chicken (tasty and fresh) along with lemon tart and tea. The plane was PIA Premier. When initially I took the flight from London to Islamabad, it was the basic Boeing 777, but the return flight was a wow. As long as PIA can replicate this to other planes, this will certainly change the perception.", I was impressed when I took the flight from Islamabad to London I was welcomed by smiley and smart looking staff which is slightly unusual The plane was clean and the seats comfortable The pillows were on each seat along with blankets In flight entertainment was ready before the flight was even taken off The screens were in front of you on the back of the front seats and you can choose from Movies Cartoons Games TV Shows camera and more All touch screen When the lunch arrived they had a menu with options We were offered Fish Pasta Chicken curry with rice and lamb with rice Once we finished with the food we were offered drinks and staff tidied everything After few hours we were offered snack of a croissant with cheese and chicken tasty and fresh along with lemon tart and tea The plane was PIA Premier When initially I took the flight from London to Islamabad it was the basic Boeing but the return flight was a wow As long as PIA can replicate this to other planes this will certainly change the perception ,"[('impressed', 'a'), ('took', 'v'), ('flight', 'n'), ('Islamabad', 'n'), ('London', 'n'), ('welcomed', 'v'), ('smiley', 'n'), ('smart', 'a'), ('looking', 'v'), ('staff', 'n'), ('slightly', 'r'), ('unusual', 'a'), ('plane', 'n'), ('clean', 'a'), ('seats', 'n'), ('comfortable', 'v'), ('pillows', 'n'), ('seat', 'n'), ('along', None), ('blankets', 'n'), ('flight', 'n'), ('entertainment', 'n'), ('ready', 'a'), ('flight', 'n'), ('even', 'r'), ('taken', 'v'), ('screens', 'n'), ('front', 'n'), ('back', 'n'), ('front', 'n'), ('seats', 'n'), ('choose', 'v'), ('Movies', 'n'), ('Cartoons', 'n'), ('Games', 'n'), ('TV', 'n'), ('Shows', 'n'), ('camera', 'n'), ('touch', 'a'), ('screen', 'n'), ('lunch', 'n'), ('arrived', 'v'), ('menu', 'n'), ('options', 'n'), ('offered', 'v'), ('Fish', 'a'), ('Pasta', 'n'), ('Chicken', 'n'), ('curry', 'n'), ('rice', 'n'), ('lamb', 'n'), ('rice', 'n'), ('finished', 'v'), ('food', 'n'), ('offered', 'v'), ('drinks', 'n'), ('staff', 'n'), ('tidied', 'v'), ('everything', 'n'), ('hours', 'n'), ('offered', 'v'), ('snack', 'n'), ('croissant', 'n'), ('cheese', 'a'), ('chicken', 'a'), ('tasty', 'n'), ('fresh', 'a'), ('along', None), ('lemon', 'a'), ('tart', 'n'), ('tea', 'v'), ('plane', 'n'), ('PIA', 'n'), ('Premier', 'n'), ('initially', 'r'), ('took', 'v'), ('flight', 'n'), ('London', 'n'), ('Islamabad', 'v'), ('basic', 'a'), ('Boeing', 'n'), ('return', 'n'), ('flight', 'n'), ('wow', 'n'), ('long', 'r'), ('PIA', 'n'), ('replicate', 'v'), ('planes', 'n'), ('certainly', 'r'), ('change', 'v'), ('perception', 'n')]",  impressed take flight Islamabad London welcome smiley smart look staff slightly unusual plane clean seat comfortable pillow seat along blanket flight entertainment ready flight even take screen front back front seat choose Movies Cartoons Games TV Shows camera touch screen lunch arrive menu option offer Fish Pasta Chicken curry rice lamb rice finish food offer drink staff tidy everything hour offer snack croissant cheese chicken tasty fresh along lemon tart tea plane PIA Premier initially take flight London Islamabad basic Boeing return flight wow long PIA replicate plane certainly change perception,0.9818,Positive
,None,"[('None', 'n')]",  None,0.0,Neutral
,None,"[('None', 'n')]",  None,0.0,Neutral
,None,"[('None', 'n')]",  None,0.0,Neutral
,None,"[('None', 'n')]",  None,0.0,Neutral
" Manchester to Bahawalpur via Islamabad with Pakistan Intl Airlines. The airplane seemed old and in need of a good clean. The PTVs did not work on any flight. Food was of a very poor quality. The plane was short of pillows and blankets. When we were due to return, our flight from Bahawalpur to Islamabad was cancelled. We were to catch the return flight from Islamabad to Manchester and were very worried about missing it. No advice from staff at the airport. Next day we went to the PIA office and confirmed our resheduled flight from Bhawalpur to Islamabad the next day. We were allowed to board the plane but the flight was eventually cancelled. With very little time left for us to reach Islamabad we had to hire a taxi to get there by road. We just managed to get on the plane in time. Very angry and upset at the attitude and shabby quality of service. No appologies so far from PIA. We have to use PIA because there is hardly any competition.", Manchester to Bahawalpur via Islamabad with Pakistan Intl Airlines The airplane seemed old and in need of a good clean The PTVs did not work on any flight Food was of a very poor quality The plane was short of pillows and blankets When we were due to return our flight from Bahawalpur to Islamabad was cancelled We were to catch the return flight from Islamabad to Manchester and were very worried about missing it No advice from staff at the airport Next day we went to the PIA office and confirmed our resheduled flight from Bhawalpur to Islamabad the next day We were allowed to board the plane but the flight was eventually cancelled With very little time left for us to reach Islamabad we had to hire a taxi to get there by road We just managed to get on the plane in time Very angry and upset at the attitude and shabby quality of service No appologies so far from PIA We have to use PIA because there is hardly any competition ,"[('Manchester', 'n'), ('Bahawalpur', 'n'), ('via', None), ('Islamabad', 'n'), ('Pakistan', 'n'), ('Intl', 'n'), ('Airlines', 'n'), ('airplane', 'n'), ('seemed', 'v'), ('old', 'a'), ('need', 'n'), ('good', 'a'), ('clean', 'n'), ('PTVs', 'n'), ('work', 'v'), ('flight', 'n'), ('Food', 'n'), ('poor', 'a'), ('quality', 'n'), ('plane', 'n'), ('short', 'a'), ('pillows', 'n'), ('blankets', 'n'), ('due', 'a'), ('return', 'v'), ('flight', 'n'), ('Bahawalpur', 'n'), ('Islamabad', 'n'), ('cancelled', 'v'), ('catch', 'v'), ('return', 'n'), ('flight', 'n'), ('Islamabad', 'n'), ('Manchester', 'n'), ('worried', 'a'), ('missing', 'v'), ('advice', 'n'), ('staff', 'n'), ('airport', 'n'), ('Next', 'n'), ('day', 'n'), ('went', 'v'), ('PIA', 'n'), ('office', 'n'), ('confirmed', 'v'), ('resheduled', 'a'), ('flight', 'n'), ('Bhawalpur', 'n'), ('Islamabad', 'v'), ('next', 'a'), ('day', 'n'), ('allowed', 'v'), ('board', 'n'), ('plane', 'n'), ('flight', 'n'), ('eventually', 'r'), ('cancelled', 'v'), ('little', 'a'), ('time', 'n'), ('left', 'v'), ('us', None), ('reach', 'v'), ('Islamabad', 'n'), ('hire', 'v'), ('taxi', 'n'), ('get', 'v'), ('road', 'n'), ('managed', 'v'), ('get', 'v'), ('plane', 'n'), ('time', 'n'), ('angry', 'a'), ('upset', 'v'), ('attitude', 'n'), ('shabby', 'a'), ('quality', 'n'), ('service', 'n'), ('appologies', 'n'), ('far', 'r'), ('PIA', 'n'), ('use', 'v'), ('PIA', 'n'), ('hardly', 'r'), ('competition', 'n')]",  Manchester Bahawalpur via Islamabad Pakistan Intl Airlines airplane seem old need good clean PTVs work flight Food poor quality plane short pillow blanket due return flight Bahawalpur Islamabad cancel catch return flight Islamabad Manchester worried miss advice staff airport Next day go PIA office confirm resheduled flight Bhawalpur Islamabad next day allow board plane flight eventually cancel little time leave us reach Islamabad hire taxi get road manage get plane time angry upset attitude shabby quality service appologies far PIA use PIA hardly competition,-0.7976,Negative
,None,"[('None', 'n')]",  None,0.0,Neutral
